category,title,also_buy,brand,rank,also_view,main_cat,Price,asin,details,descriptionstring
"['Books', 'Medical Books', 'Psychology']",El tercer chimpance/ The Third Chimpanzee: Origen Y Futuro Del Animal Humano/ The Evolution and Future of the Human Animal (Spanish Edition),"['8499922678', '607313925X']",Visit Amazon's Jared Diamond Page,"3,168,144 in Books (",[],Books,13.77,8483467496,"{'Paperback:': '541 pages', 'Publisher:': 'Debolsillo; Translation edition (November 30, 2008)', 'Language:': 'Spanish', 'ISBN-10:': '8483467496', 'ISBN-13:': '978-8483467497', '\n    Product Dimensions: \n    ': '5 x 1.2 x 7.5 inches', 'Shipping Weight:': '14.9 ounces ('}","Un escaso dos por ciento del cdigo gentico separa a los seres humanos de los chimpancs. Mientras que estos ltimos siguen siendo animales preocupados por la supervivencia, los hombres han conseguido, a lo largo de los siglos, fundar civilizaciones, crear complejos modos de comunicacin, construir ciudades y desplegar un,,"
"['Books', ""Children's Books""]",Today My Sister Died,[],Ronee Christy Domske,"6,663,160 in Books (",[],Books,13.9,B000MQVDB2,"{'Paperback:': '72 pages', 'Publisher:': 'Globe Printing Company (1990)', 'Language:': 'English', 'ASIN:': 'B000MQVDB2'}","A book written from the point of view of a fifth grader, discussing death and a familys reaction to it."
"['Books', 'Sports & Outdoors', 'Hunting & Fishing']","Giant Whitetails : A Lifetime of Lessons, hc, 2003",[],Drury,"6,403,408 in Books (",[],Books,37.21,B000LSN8HS,"{'Publisher:': 'NRA Heritage Library; First Edition edition (2003)', 'ASIN:': 'B000LSN8HS', '\n    Package Dimensions: \n    ': '11 x 8.6 x 0.6 inches', 'Shipping Weight:': '1.4 pounds'}",Very good paperback. Pages are clean and unmarked. Covers show very minor shelf wear. Book has minor corner bump.
"['Books', 'Politics &amp; Social Sciences', 'Social Sciences']",The Bannock of Idaho,[],Brigham D Madsen,"5,001,506 in Books (",[],Books,10.0,B0007EH6BA,"{'Hardcover:': '382 pages', 'Publisher:': 'Caxton Printers; First Edition edition (1958)', 'Language:': 'English', 'ASIN:': 'B0007EH6BA', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds'}","The story of the Bannock is a tragic tale of broken agreements, diminishing food supplies, and of a proud and independent people who refused the blandishments of white civilization, preferring to cling to their old ways. Illustrations include 12 drawings, a colored frontispiece, and an end-sheet map prepared by M.D. .Steward. There are also five illustrations from photographs.,,"
"['Books', 'Romance', 'Contemporary']",Captain for Elizabeth,[],Visit Amazon's Jan Westcott Page,"7,241,172 in Books (",[],Books,5.99,B0000EEY5F,"{'Hardcover:': '308 pages', 'Publisher:': 'Crown Publishers; 1st edition (1948)', 'Language:': 'English', 'ASIN:': 'B0000EEY5F', '\n    Package Dimensions: \n    ': '8 x 5.6 x 1.1 inches', 'Shipping Weight:': '13.6 ounces'}","Vintage hardcover,,"
"['Books', 'Medical Books', 'Medicine']",Ambulation: Physical Rehabilitation for Crutch Walkers,[],Kenneth A. Dening,"16,018,530 in Books (",[],Books,33.59,B000CLC4NS,"{'Publisher:': 'Funk & Wagnalls Company; 1st edition (1951)', 'ASIN:': 'B000CLC4NS'}","NY 1951. 8vo., 188pp., photo illus. VG in Good DJ, some wear and soiling."
[],Chinese ivory sculpture,['1785510851'],Warren Earle Cox,"872,568 in Books (",[],Books,14.99,B00005XCDL,"{'Hardcover:': '112 pages', 'Publisher:': 'Bonanza Books; First Edition edition (January 1, 1946)', 'Language:': 'English', 'ISBN-10:': '0517095238', 'ISBN-13:': '978-0517095232', 'ASIN:': 'B00005XCDL', '\n    Package Dimensions: \n    ': '13.3 x 10.5 x 0.7 inches', 'Shipping Weight:': '12.5 pounds'}","Richly illustrated with black & white photos. Subjects include: sources of ivory, elephants and ivory in pre-Han China, T'ang and Sung periods, Ming ivories, Ch'ing to modern ivories."
"['Books', 'Politics & Social Sciences', 'Philosophy']",The Life Divine,"['0941524760', '0941524795', '1508991960', '0940985349', '817058177X', '0914955195', '0941524965', '0941524663', '1594770468', '0938710044', '098976138X', '1401953093', '0940985551', '8124606269', '0914955187', '0887064329', '0914955233', '0941524655', '0941524566', '8171200591', '0941524639', '0861713761', '812080323X', '8185301980', '0900588659']",Sri Aurobindo,"646,512 in Books (","['0941524760', '0941524795', '8170588448', '817058177X', '1508991960', '0941524655', '0970109725', '0914955195', '0941524566', '0941524809', '0940985551', '0940985349', '1586380214', '0941524965', '1938477073', '0941524639', '0198245971', '0876120796', '0940985748', '0938710044', '0910261946', '0140190627', '0876120311', '0393065677', '0875423205', '094152471X', '8170589533', '8170583403', '0914955233', '817058051X', 'B00Y4RAVM2', '1684030005', '8170520002', '1420955470', '8170586003', '0911206019', '817058311X', '1883360269', '1401953093']",Books,29.0,8170588456,"{'Hardcover:': '1130 pages', 'Publisher:': 'Sri Aurobindo Ashram/Pondichery/India; 7th edition (December 1, 2006)', 'Language:': 'English', 'ISBN-10:': '9788170588450', 'ISBN-13:': '978-8170588450', 'ASIN:': '8170588456', '\n    Package Dimensions: \n    ': '8.9 x 5.9 x 1.7 inches', 'Shipping Weight:': '1.8 pounds ('}","The book is based on the Philosophy of Sri Aurobindo.Here is a short write-up on this great Indian Yogi. Sri Arobindo) (15 August 1872 5 December 1950) was an Indian nationalist and freedom fighter, major Indian English poet, philosopher, and yogi.He joined the movement for India's freedom from British rule and for a duration (1905 10), became one of its most important leaders,before turning to developing his own vision and philosophy of human progress and spiritual evolution. The central theme of Sri Aurobindo's vision is the evolution of life into a &#34;life divine&#34;. In his own words: &#34;Man is a transitional being. He is not final. The step from man to superman is the next approaching achievement in the earth evolution. It is inevitable because it is at once the intention of the inner spirit and the logic of Nature's process&#34;. The principal writings of Sri Aurobindo include, in prose, The Life Divine, considered his single great work of metaphysics,The Synthesis of Yoga, Secrets of the Vedas, Essays on the Gita, The Human Cycle, The Ideal of Human Unity, Renaissance in India and other essays, Supramental Manifestation upon Earth, The Future Poetry, Thoughts and Aphorisms and several volumes of letters. In poetry, his principal work is &#34;Savitri - a Legend and a Symbol&#34; in blank verse.Most of these books are best sellers on amazon. --Wikipedia,Sri Aurobindo (Aurobindo Ghose) (Bengali: Sri robindo) (15 August 1872 5 December 1950) was an Indian nationalist and freedom fighter, major Indian English poet, philosopher, and yogi.He joined the movement for India's freedom from British rule and for a duration (1905 10), became one of its most important leaders,before turning to developing his own vision and philosophy of human progress and spiritual evolution. The central theme of Sri Aurobindo's vision is the evolution of life into a &#34;life divine&#34;. In his own words: &#34;Man is a transitional being. He is not final. The step from man to superman is the next approaching achievement in the earth evolution. It is inevitable because it is at once the intention of the inner spirit and the logic of Nature's process&#34;. The principal writings of Sri Aurobindo include, in prose, The Life Divine, considered his single great work of metaphysics,The Synthesis of Yoga, Secrets of the Vedas, Essays on the Gita, The Human Cycle, The Ideal of Human Unity, Renaissance in India and other essays, Supramental Manifestation upon Earth, The Future Poetry, Thoughts and Aphorisms and several volumes of letters. In poetry, his principal work is Savitri - a Legend and a Symbol in blank verse."
"['Books', 'Arts & Photography', 'Graphic Design']",Lessons from Madame Chic: 20 Stylish Secrets I Learned While Living in Paris,"['1476770336', '1501118730', '0847841499', '0692260595', '0375710515', '1607749483', '1592409512', '0385538650', '161847040X', '2080200739', '1607747065', '143914897X', '1592407234', '0452287782', '0847863050', '0692085211', '0062741691', '1400042127', '006221974X', '0762461446', '0375711384', '014313096X', '1494421658', '2080202278', '0060757345', '1784724181', '1419706810', '1540649474', '1455524107', '0806535571', '0738215201', '1743792476', '0399580808', '1523670037', '1250151600', '1976990947', '1902686853', '1723722898', '1539076547', '0147530520', '1250120306', '0525575049', '1977653529', '1500883638', '1520149115', '1510713492', '006245546X', '0785224130', '1539834964', '0984402101', '006210330X', '0312308779', '1401600646', '0670026239', '1599215233', '1973538016', '1439148961', '1535071656', '098440211X', '0310350913', '0770434088', '0307336522', '0061664634', '0757306349', '1250130123', '1974325989', '1785037323', '1402200455', '0810994615', '174379066X', '1624145426', '1742708927', '076244584X', '0310337909', '140160465X', '2080203673', '0142180408', '1419717871', '080418559X', '1743791712', '0394828771', '1623159369', '0452296838', '0806534109', '1607747308', '1494701502', '1524761141', '0934672210', '1592409652', '1580058027', '1496425804', '0736963073', '0310088054', '1250160340', '1591846544', '1633535193', '0812996372', '0718075188', '1592402607']",Visit Amazon's Jennifer L. Scott Page,"35,762 in Books (","['0385538650', '0847841499', '2080200739', '1592409512', '1476770336', '1501118730', '1501147668', '0692260595', '1607749483', '1607747065', '0692085211', '2080202278', '0375710515', '0847863050', '0452287782', '014313096X', '006221974X', '1592407234', '143914897X', '0060757345', '161847040X', '1784724181', '0762461446', '0062741691', '0375711384', '1419706810', '0525575049', '1250151600', '1455524107', '1723722898', '0738215201', '1523670037', '1743792476', '1452614830', '3442756200', '006245546X', '0806535571', '0147530520', '1416589201', '0142180408', '1902686853', '1973538016', '1494421658', '1510713492', '1592400418', '1455540064', '0061664634', '1401600646', '1535071656', '0312308779', 'B0006F157G', '0770434088', '1473696224', '0786866942', '2080203673', 'B07J5QX4BJ', '0061234907', 'B079FNFCLL', '0785224130', '147674873X']",Books,17.63,B00C7F07B8,"{'Hardcover:': '304 pages', 'Publisher:': 'Simon & Schuster; 39775th edition (November 6, 2012)', 'Language:': 'English', 'ISBN-10:': '9781451699371', 'ISBN-13:': '978-1451699371', 'ASIN:': '1451699379', '\n    Product Dimensions: \n    ': '5.5 x 1 x 7 inches', 'Shipping Weight:': '14.4 ounces ('}","Scott spent six months in Paris in 2001 as part of a foreign-exchange program. What she observed and learned fills this book. Many of these style secretsfor instance, how to eat and what to wearcan be found elsewhere, but Scotts 20 tips cover much more than the traditional diet-and-exercise and style-and-beauty. Extremely readable short chapters include recaps of the major points discussed in them, and those points include always looking presentable, realizing that clutter is not chic, cultivating your mind, and living life as a formal affair. Each of those lessons features tidbits Scott picked up from her two Parisian families, here called the Chics and the Bohemians. Throughout, two words appear most oftenquality and passion. --Barbara Jacobs,""A guide for women who yearn to channel Audrey Tautou. . . . Personable, anecdote-filled, and studded with lifestyle tips . . . its vivacity and sincerity have struck a chord among women who would like a French role model of their own, but don't have a year to spend apprenticing with one in Paris."" (<i>The New York Times</i>)<br /><br />""Part tribute to the effortlessly glamorous Parisian way of life, and part tutorial . . . on how to emulate the French <i>je ne sais quoi</i>."" (<i>Daily Mail (UK)</i>)<br /><br />&#8220;Downright intriguing. . . . You&#8217;ll close the book feeling inspired.&#8221; (<i>The Plain Dealer</i>)<br /><br />""The writing here, a combination of elegance and breeziness, seems to reflect Madame Chic&#8217;s personal philosophy that life is to be lived fully and elegantly."" (<i>Smoky Mountain News</i>)<br /><br />&#8220;Winningly combines sincerity and self-deprecation . . . sweet-natured and well-intentioned . . . full of advice.&#8221; (<i>Kirkus Reviews</i>)<br /><br />""Scott's book encourages American women to live simply and beautifully by eating well, slowing down, simplifying their lives and enjoying life."" (<i>The News and Observer (Raleigh, NC)</i>)<br /><br />""Scott blends vignettes and fun encounters with philosophies and lessons that helped her evolve a sense of style and aesthetics. <I>Lessons from Madame Chic</I> is a fine pick for anyone interested in women's fashion, style, and how the French have recreated style lessons."" (<i>California Bookwatch</i>)"
"['Books', 'Comics & Graphic Novels', 'Publishers']",I Kill Giants #2 (Of 7) Comic Book,[],,"8,738,397 in Books (",[],Books,49.95,B001FFZ9TQ,"{'Publisher:': 'Image Comics (2008)', 'ASIN:': 'B001FFZ9TQ'}",I Kill Giants #2 (Of 7) Comic Book
"['Books', 'Travel', 'South America']",Big Game Argentina,[],Visit Amazon's Craig Boddington Page,"3,844,249 in Books (",[],Books,117.5,9872151199,"{'Hardcover:': '168 pages', 'Publisher:': 'Patagonia Publishing Company (2009)', 'Language:': 'English', 'ISBN-10:': '9872151199', 'ISBN-13:': '978-9872151195', '\n    Package Dimensions: \n    ': '12.6 x 9.7 x 0.9 inches', 'Shipping Weight:': '3.2 pounds'}","The first and only Book ever published on Big Game Hunting in Argentina; written by Craig Boddington, the world's foremost authority on the subject. This is visual and written survey of the best hunting destinations in this South American paradise. A can't miss Book for anyone who has hunted in Argentina or is considering a trip to this far away land of abundance. I took the lead now, keeping low, rifle in one hand, pack in the other, very slowly. The stags were up there, on the left side of the cut. I spied a little hump on the left slope and slid in behind it, adjusting the pack for a rest. The stags were moving now, had probably seen us. ""The bigger one is on the left, 275 yards"", whispered Boris. Through the words of award winning writer Craig Boddington and the images of Guillermo Zorraquin, Big Game Argentina is a unique opportunity for hunters who have not yet traveled to the tip South America to become acquainted with this very special region. It is also a chance for those who have already visited, to look back and reminisce about some of the most spectacular experiences of their hunting lives. Big Game Argentina is a 168 page visual survey of the best hunting locations, lodges and outfitters in this South American paradise, from the province of Chaco in the north all the way to the province of Rio Negro in Southern Patagonia. Take a guided tour of Estancia Alicura, Reserva La Colorada, Estancia Poitahue, Estancia San Pedro and hunt with Four Season Adventures, Golden Stag Safaris, TGB Outfitters, Argentina Sportsman and South American Adventure Safaris. Discover why Argentina is the next Big Game destination of choice."
[],Stand By Your Man - An Autobiography,"['1439198578', '0399145982', '0143118889', '0440223733', '0679438696', '0809281228', '0670021539', '0062309919', '1480355828', '0060177209', '0786866500', 'B001CIOCRG', '0062023217', '0718074963', '0671864343', '0307741230', 'B0000026A1', '0446518654', '1617136417', '0316403555', '0060727535', 'B008XJM6UM', '0718082974', '1558531335', 'B00000JT4D', '0399129847', 'B01N7ATEDF', '0882897349', '0345412974', '0786863056', '1557289344', '0451218086', '155972191X']",Visit Amazon's Tammy Wynette Page,"1,941,539 in Books (",[],Books,85.83,B000IXF26Q,"{'Hardcover:': '349 pages', 'Publisher:': 'Simon and Schuster; Book Club Edition edition (1979)', 'Language:': 'English', 'ASIN:': 'B000IXF26Q', '\n    Package Dimensions: \n    ': '8.3 x 5.8 x 1.1 inches', 'Shipping Weight:': '12.8 ounces ('}",Very Good Plus ** Square Book Corners ** Clean Book Edges -- CONTENTS: **No highlights or notes in text ** Very Clean **No Tears **Pages/Print bright and crisp ** SMOOTH SPINE .. DJ not Clipped (***Buy with Confidence with over 2000 satisfied customers ) ... DC Included (Value +) Buy Smart - Buy Mail it Today New Packaging - Great Copy ... PF/S5/HB-small
[],Grandfather Stories,[],Visit Amazon's Samuel Hopkins Adams Page,"2,301,767 in Books (",[],Books,6.01,B000LBZXCS,"{'Hardcover:': '312 pages', 'Publisher:': 'Random House; BOMC ed. edition (1955)', 'Language:': 'English', 'ASIN:': 'B0006AU540', '\n    Package Dimensions: \n    ': '8.1 x 5.6 x 1.3 inches', 'Shipping Weight:': '1.1 pounds'}","The charm of these tales owes much to the gentle humor of their telling and the ebullient character of Squire Adams himself who somehow dominates every page, whether he is actively engaged or not.  But, best of all, when the reader has wiped away his last tears of laughter, he is startled to learn that he has absorbed an amazing amount of social history along the way."
[],La Bible / French Bible / Le Segond 21 / Bible Segond 21 Broch&eacute;e,[],Bible Society Geneve,"2,991,647 in Books (","['0888346174', '2608122124', '2608125115', '1563207958', '2853000591', 'B008GSRZII', '2608183115']",Books,18.95,B001B23738,"{'Paperback:': '822 pages', 'Publisher:': 'Swiss (2008)', 'Language:': 'French', 'ASIN:': 'B001B23738', '\n    Package Dimensions: \n    ': '8.3 x 5.1 x 0.8 inches', 'Shipping Weight:': '12.8 ounces ('}","La Bible / French Bible / Le Segond 21 / Bible Segond 21 Broche
ASIN: B001B23738
Title: La Bible / French Bible / Le Segond 21 / Bible Segond 21 Broche
Binding: Paperback
Publication date: 2008"
[],Oath by Peretti. Frank,"['1451678932', '1401685226', '1581345283', '0842386564', '1401685234', '1401685218', '1581346182']",,"1,798,390 in Books (","['1401685234', 'B01K2KIIJM']",Books,51.7,B019TLQZ2W,"{'Publisher:': 'Clearway Logistics Phase 1a (1656)', 'ASIN:': 'B019TLQZ2W', '\n    Package Dimensions: \n    ': '8.4 x 5.8 x 0.7 inches', 'Shipping Weight:': '12.6 ounces ('}",Excellent Book
[],POPPY: THE ADVENTURES OF A FAIRY,[],Anne  Perez-Guerra,"3,119,445 in Books (",['B000VUP2Z2'],Books,97.5,B0007I8I8G,"{'Publisher:': 'Rand McNally & Company; 1st edition (1942)', 'Language:': 'English', 'ASIN:': 'B0007I8I8G', '\n    Package Dimensions: \n    ': '6.5 x 5.1 x 0.3 inches', 'Shipping Weight:': '4 ounces'}","Vintage children's book.,,"
[],Congo Eden;: A comprehensive portrayal of the historical background and scientific aspects of the great game sanctuaries of the Belgian Congo with the ... region in the heart of the African Continent,[],Mary L. Jobe Akeley,"6,439,397 in Books (",[],Books,5.47,B0006ASBGE,"{'Hardcover:': '356 pages', 'Publisher:': 'Dodd, Mead (1950)', 'Language:': 'English', 'ISBN-10:': '1299275591', 'ISBN-13:': '978-1299275591', 'ASIN:': 'B0006ASBGE', '\n    Package Dimensions: \n    ': '8.3 x 6 x 1.4 inches', 'Shipping Weight:': '1.5 pounds'}","First Edition. Shelf and edge wear. Some tears to DJ. Foxing to dj. Some foxing spots on board near edges. Pages are clean. Solid Book.,,"
"['Books', 'Arts &amp; Photography', 'Photography &amp; Video']",Rome-antic Delusions,"['1452156042', '1584235802']",Jeremy Fish,"1,643,934 in Books (","['1584235802', '1452156042']",Books,24.89,888849331X,"{'Paperback:': '96 pages', 'Publisher:': 'Drago (March 1, 2008)', 'Language:': 'English', 'ISBN-10:': '888849331X', 'ISBN-13:': '978-8888493312', '\n    Product Dimensions: \n    ': '8 x 0.5 x 12 inches', 'Shipping Weight:': '1.8 pounds ('}","Jeremy Fish received his BFA from the San Francisco Art Institute in 1996. After finishing university Jeremy worked for the skateboard industry in S.F. First as a production manager for screen printing, and later as the art director for Think Skateboards. In 2001 he left the skateboard industry to pursue his artwork.Jeremy's artwork deals with the relationship of all things cute and odd. His work uses a library of symbols and characters to tell narrative stories about real life in a surreal way. Blending the old with the new, the sweet and approachable.,,"
"['Books', 'Mystery, Thriller & Suspense', 'Mystery']",Hard Revolution: A Derek Strange Novel (Derek Strange Novels),['0316099295'],Visit Amazon's George Pelecanos Page,"2,151,101 in Books (","['031609935X', '0316099295']",Books,21.04,B008W31IPI,"{'Series:': 'Derek Strange Novels', 'Paperback:': '400 pages', 'Publisher:': 'Back Bay Books; Reprint edition (March 21, 2011)', 'Language:': 'English', 'ISBN-10:': '0316099422', 'ASIN:': 'B008W31IPI', '\n    Product Dimensions: \n    ': '5.5 x 1 x 8.2 inches', 'Shipping Weight:': '12.8 ounces ('}","George P. Pelecanos is a screenwriter, independent film producer, award-winning journalist, and the author of a bestselling series of novels set in and around Washington, D.C., where he lives with his wife and children."
"['Books', 'Travel', 'Travel Writing']",The Tao of Travel: Enlightenments from Lives on the Road,['0618839321'],Visit Amazon's Paul Theroux Page,"1,927,428 in Books (","['0547737378', 'B0058V0GT6']",Books,50.0,B0073I0D6S,"{'Publisher:': 'Houghton Mifflin Harcourt: NY; First edition. Full number line. edition (2011)', 'Language:': 'English', 'ISBN-10:': '0547336918', 'ISBN-13:': '978-0547336916', 'ASIN:': 'B0073I0D6S', '\n    Product Dimensions: \n    ': '8.1 x 5.8 x 0.8 inches', 'Shipping Weight:': '14.4 ounces ('}","Used cancelled library book in gently used good condition.  All the usual library marks and stamps. May include some cover, corner & edge wear."
[]," Books"" />",[],DaimlerChrysler Corporation,"5,989,153 in Books (",[],Books,59.99,B001DUC2ZW,"{'Paperback:': '1700 pages', 'Publisher:': 'DaimlerChrysler Corporation; 81-370-02062 edition (2001)', 'ASIN:': 'B001DUC2ZW'}","2002 Chrysler Town &amp; Country, Dodge Caravan, Plymouth Voyager Service Manual (Chrysler RS Platform)"
"['Books', 'Literature & Fiction', 'Genre Fiction']",Pay-Off Pitch: A Chip Hilton Sports Story,"['B001O4R6H6', 'B000GGY4PA', 'B005CRXF1M', 'B000P7B6CY', 'B0007FCTG6', 'B000NXTMU8', 'B000K9JVEC', 'B000S8BWEW', 'B005LDSPX0', 'B000I93SC0', 'B000H5733U']",Claire Bee,"1,072,588 in Books (",['B000I93SC0'],Books,33.27,B0029BSJOW,"{'Publisher:': 'Grosset & Dunlap; Early Printing edition (1958)', 'ASIN:': 'B0029BSJOW', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds'}",Young Adult Series - Sports
[],"Iqbal : The Life Of A Poet, Philosopher And Politician",[],Visit Amazon's Zafar Anjum Page,"2,354,754 in Books (",[],Books,37.99,8184005865,"{'Hardcover:': '274 pages', 'Publisher:': 'Random House (November 15, 2014)', 'Language:': 'English', 'ISBN-10:': '8184005865', 'ISBN-13:': '978-8184005868', '\n    Product Dimensions: \n    ': '11.4 x 7.9 x 1.2 inches', 'Shipping Weight:': '1 pounds ('}","Allama mohammad iqbal, whom sarojini naidu called the 'poet laureate of asia', remains a controversial figure in the history of the indian subcontinent. On the one hand, he is considered the 'spiritual father of pakistan'. On the other, his message of eastern revivalism places him in the ranks of the twentieth century's major intellectuals. Iqbal's tragedy was that after his death, he was made the national poet of pakistan and largely ignored in india. In his time, he was lauded as much as tagore but today india celebrates tagore while iqbal has been banished from her consciousness. This meticulously researched biography will redress that erasure. This is the story of iqbal's evolution as a poet, philosopher and politician. While his role in the struggle for india's freedom and the pakistan movement are well known, not much is known about his personal life. This book highlights some of the least known facets of the poet's life: how did a nationalist poet transform into a poet of islamic revivalism and global revolution? how did three years in europe change iqbal's political and philosophical outlook? why did he start writing in persian during his stay in europe? why did his first marriage fail and how did his romantic relationships affect him? what exactly was the poet's role in bringing about partition? written with the passion of an ardent devotee, zafar anjum's iqbal answers all of these questions - and many more - in this carefully told biography."
"['Books', 'Arts &amp; Photography', 'Photography &amp; Video']",From the Land of Miracles,[],Visit Amazon's Wendy Sue Lamm Page,"3,836,235 in Books (",[],Books,52.5,8889032731,"{'Hardcover:': '144 pages', 'Publisher:': 'Contrasto; English Language edition (October 1, 2005)', 'Language:': 'English', 'ISBN-10:': '8889032731', 'ISBN-13:': '978-8889032732', '\n    Product Dimensions: \n    ': '7 x 1.6 x 9 inches', 'Shipping Weight:': '1.4 pounds ('}",",,,"
"['Books', 'Biographies & Memoirs', 'Leaders & Notable People']",Nomad: From Islam to America Publisher: Free Press,[],Ayaan Hirsi Ali,"3,894,935 in Books (",[],Books,16.79,B004WF3IZ8,"{'Publisher:': 'Unknown (2011)', 'ASIN:': 'B004WF3IZ8', '\n    Package Dimensions: \n    ': '9.2 x 6.2 x 1 inches'}",Nomad: From Islam to America
[],Nine rabbits and another,[],Miriam Clark Potter,"2,836,548 in Books (",[],Books,9.99,B0007GSZWM,"{'Publisher:': 'Wonder Books (1957)', 'Language:': 'English', 'ASIN:': 'B0007GSZWM', '\n    Package Dimensions: \n    ': '7.9 x 6.4 x 0.3 inches', 'Shipping Weight:': '7.2 ounces'}",Great Childrens Book
"['Books', 'Self-Help', 'Motivational']",The Seasons of Life,"['0761506160', '1585424331', '164032013X', '1612680194']",E James Rohn,"1,332,245 in Books (","['0939490005', '0451205367', '0939490021', '0761506160', 'B00HTK5GX0', '1451639619', '0743234804', '0671739166', '143914995X']",Books,31.97,B001D269M2,"{'Publisher:': 'Angus & Robertson (1994)', 'ISBN-10:': '0909608024', 'ISBN-13:': '978-0909608026', 'ASIN:': 'B001D269M2', '\n    Package Dimensions: \n    ': '8.4 x 5.2 x 0.4 inches', 'Shipping Weight:': '6.4 ounces ('}","The book is really about living the best life you can live, while enjoying the journey."
"['Books', 'Biographies &amp; Memoirs', 'Arts &amp; Literature']",De que hablo cuando hablo de correr (Spanish Edition),"['6074211213', '6074213089']",Visit Amazon's Haruki Murakami Page,"1,378,389 in Books (",[],Books,15.4,8483835932,"{'Paperback:': '232 pages', 'Publisher:': 'Tusquets; Translation edition (February 1, 2012)', 'Language:': 'Spanish', 'ISBN-10:': '8483835932', 'ISBN-13:': '978-8483835937', '\n    Product Dimensions: \n    ': '5 x 0.2 x 7.8 inches', 'Shipping Weight:': '0.6 ounces ('}",","
"['Books', 'Arts &amp; Photography', 'History &amp; Criticism']",Art and History of Egypt,"['8880294415', '8847605202', '8880298402', '887009846X', '1101912375', '8880296515', '0195170245', '8870093026', '8870097951', '8880295632', '8870094227', '8847601789', '8880294652', '8847614384', '8880294296', '8847619602', '887009460X', '9774163125', '9686434011', '8880297945', '8870092585', '888029024X', '8872044758', '8847620104', '8870092224', '8870092755', '8847618622', '9652210757']",Alberto Carpiceci,"720,812 in Books (","['019521952X', '0500277516']",Books,19.0,888029086X,"{'Paperback:': '192 pages', 'Publisher:': 'Bonechi (1996)', 'Language:': 'English', 'ISBN-10:': '888029086X', 'ISBN-13:': '978-8880290865', '\n    Product Dimensions: \n    ': '8 x 0.8 x 11 inches', 'Shipping Weight:': '1.9 pounds ('}",","
"['Books', 'Religion & Spirituality', 'New Age & Spirituality']",The American Prophecies: Ancient Scriptures Reveal Our Nation's Future (Hardcover),[],Michael D. Evans (Author),"7,802,024 in Books (",[],Books,5.3,B003JBRTHE,"{'Publisher:': 'WARNER FAITH (2004)', 'ASIN:': 'B003JBRTHE', '\n    Package Dimensions: \n    ': '8.3 x 5.6 x 1.2 inches', 'Shipping Weight:': '1 pounds ('}","New York Times bestselling author Michael D. Evans explains ancient biblical prophecies about current events that affect America's role and destiny in the twenty-first century. 'Why do they hate us?' That's the anguished cry of Amer-icans who still seek an explanation for the terrorist attacks on the United States two years ago and the continued political violence against U.S. soldiers, diplomats, tourists, and missionaries. Today, Americans live in constant fear of the next major act of domestic terrorism-but instead of gaining international sympathy, the U.S. finds allied support more tepid than ever. Now, Michael D. Evans sheds light on political events from a prophetic perspective in a thought- provoking look at the biblical prophecies written more than 2,000 years ago that predicted these current hostilities. America is targeted, he says, because of its friendship with Israel, its foundation on Judeo-Christian principles, and its basis in democracy. He also warns that the attacks will continue and that Scripture predicts a demise for the United States if it compromises its allegiance to Israel and its constitution's moral foundations."
"['Books', 'Business & Money', 'Accounting']","Study Guide/Workbook for Introduction to Managerial Accounting 6th (sixth) Edition by Brewer, Peter, Garrison, Ray, Noreen, Eric [2012]",[],aa,"7,073,520 in Books (",['0078025796'],Books,7.14,B00DS958RK,"{'Publisher:': 'McGraw-Hill/Irwin; 49553rd edition (1994)', 'ASIN:': 'B00DS958RK'}","Will be shipped from US. Used books may not include companion materials, may have some shelf wear, may contain highlighting/notes, may not include CDs or access codes. 100% money back guarantee."
[],"Are You Out There, God?","['B000E5BQOA', 'B0006DJVP6', 'B004HSNE2M']",Mary Rose McGeady,"2,247,203 in Books (",['B004HSNE2M'],Books,2.95,B0006R964I,"{'Paperback:': '128 pages', 'Publisher:': 'Covenant House (1999)', 'Language:': 'English', 'ASIN:': 'B0006R964I', '\n    Package Dimensions: \n    ': '6.6 x 4 x 0.4 inches', 'Shipping Weight:': '1.6 ounces ('}","They are like shadows in our cities, small outlines of skin and bones that attach themselves to abandoned buildings, park benches, narrow alleyways.
And when darkness falls, these shadows disappear into places many of us will never, ever see in this lifetime.
Very few people know that faces of these shadows, or their names. They are America's untouchables and unreachables - America's street children.
Who exactly are these kids? How do they end up on our streets? Where do they come from? How do they manage to survive? Do they survive?
This is their incredible story, told from the front lines on America's darkest streets. Uncut. Unedited. Close to unbelievable.
And every single word is true."
[],"Design with knit: Design with shape, design with color, design with form",[],Regine Faust,"4,458,732 in Books (",[],Books,24.94,B0007B57SW,"{'Paperback:': '229 pages', 'Publisher:': 'Regine Studio (1983)', 'Language:': 'English', 'ASIN:': 'B0007B57SW', '\n    Package Dimensions: \n    ': '6.8 x 4.2 x 1 inches', 'Shipping Weight:': '11.8 ounces'}","pp. 229, b/w and color illustrations, patterns, SIGNED by the author on the title page. Paperback,,"
